id,comment
60,"A mí en general también me gustaba más el antiguo, pero creo que este es mejorable. Por ejemplo, haciendo un play-in más limitado en el que se clasifiquen directamente los 12 primeros y que del 13 al 22 jueguen unos ""mini dieciseisavos"". O haciendo que los equipos que pasen de dieciseisavos pasen según su clasificación en la liga (p.e. aunque el 24º se cargue al 9º tiene que jugar contra el 1º de la liga regular). Y a partir de cuartos, sorteo puro"
61,"6:49 la imagen por si sola anula ese argumento, el Celtic se ha enfrentado a rivales de igual o mejor nivel, respecto a su resultado en la tabla, que el Bayern"
62,¿Debe seguir este formato de la champions? No estoy seguro. ¿Debe ser Pablo fulminantemente despedido? Si.
63,"Algo a resaltar es que el formato anterior le daba emoción y relevancia a las 3 competiciones (UCL, UEL, UECL) al permitir que los 3ros llegaran a jugar en otra a partir de enero"
64,"Reconozco que antes de que empezará esta nueva Champions yo era más partidario del antiguo formato (cuatro grupos cada uno, alguno tipo grupo de la muerte y ver a veces cómo el grande si no curraba lo suficiente se iba a la Europa League y en diciembre se sorteaban ya octavos etc) pero en este la verdad que con el paso de las jornadas me ha parecido interesante,  entretenido y hasta emocionante estas últimas jornadas viendo como equipos teóricamente potentes sufrían por clasificarse para el playoff como PSG o el Manchester City o incluso equipos de nivel medio/bajo se metían entre los ocho primeros (Lille) o luchaban hasta las últimas jornadas por meterse arriba (Brest)...
Si bien es cierto que tiene mucho márgen de mejora y respeto vuestra opinión Nacho y Pablo de que pueda no gustaros, a mi me gusta este cambio en la Champions...
Muy bueno el video cracks"
65,"Pues a mi como aficionado de su equipo q al final ve a su equipo y si acaso algun partido suelto, ne ha gustado mucho el jugar contra 8 equipos distintos."
66,"5:25 bro, no, la mejor competición del mundo a nivel de clubes es LA COPA LIBERTADORES, no traten de entenderla"
67,También ha habido muchos partidos más interesantes y le agrego emoción ver semana a semana quién subía y bajaba. En el antiguo formato veías 2 partidos buenos por cada 10.
68,"#PifiasLMI 9:40 ""Que el city ganará le ponía más complicada la vida al Dynamo de Zagreb que ni ganando al Milan se clasificó"" En la última jornada el Dynamo de Zagreb jugó contra el Arsenal, no contra el Milan que estaba jugando contra el Girona. Grande Pablo"
69,"Creo que la solución para el tema del camino desigual desde playoffs sería que quienes lo consigan ganar sean organizados según su posición en la fase liga, y se enfrenten con quienes pasaron directamente a octavos igualmente organizados. Así, si el 24 pasa los playoffs sí o sí jugaría en octavos contra el 1. Desde cuartos sorteo puro."
70,"Pues a mi me ha gustado mucho mas que el antiguo formato. Madrid, PSG y City estuvieron a punto de quedarse fuera, cosa que en el antiguo formato no pasaria nunca"
71,"Yo intentaría ir hacia un formato suizo más puro. Es decir, después de cada partido habría que enfrentar a los ganadores con los ganadores y perdedores con perdedores, y eso al final creo que acaba sacando una mejor representación de los equipos más fuertes y más débiles en la competición."
72,"comparto lo de que si la mitad de abajo quedase eliminada en primera ronda mejoraría mucho, el miércoles ningún partido era totalmente atractivo por sí mismo y la mejor alternativa era estar en el directo para estar pendiente de todos los partidos, considerando que estaba casi todo escrito. eso hace recordar a las temporadas anteriores en que era sagrado que tanto martes y miércoles junto a mis amigos veíamos la última jornada de fase de grupos con dos o tres pantallas simultaneas como mínimo, esta vez no causó esa necesidad."
73,"En el formato anterior en cuartos se sorteaban todos contra todos y muchas veces los 2 equipos que habian realizado mejor champions les tocaba enfrentarse entre ellos, ahora eso no pasa, si no hasta la final si es que avanzan."
74,"4 grupos de 9, a partir de ahí no va pasar pero clasificación a octavos solamente.

Tomando en cuenta que quedrán mantener playoffs: se juega playoffs como está planeado y se sortea para 8os por 3 bombos (los 1os de grupo, los 2os y playoffs) 

De esa manera puedes acomodar  que 1os se enfrentan hipotéticamente a los 2os hasta QF y los 1os entre ellos hasta SF"
75,"Hombre, precisamente con la carga de partidos que hay yo creo que pasar a 1/8 directamente es bastante importante.

Dais buenos puntos a tener en cuenta, pero me quedo con este formato más que con el anterior. Aunque reconozco que me gustaba el trasvase entre competiciones, porque también subía el nivel de Europa League y de Conference."
76,"Yo estuve viendo el cuadro final en el trabajo y entre un compañero y yo no lográbamos entender cómo se iba a desarrollar la fase final. Sinceramente, el desarrollo de partidos en la fase de liga no estuvo mal (mejor de lo que esperaba) pero esta fase final no tiene ni pies ni cabeza para mí. No era tan difícil UEFA…"
77,"No me gusta este formato, al haber más partidos hay más posibilidades de que Pablo aparezca en los videos"
78,"Lo del minuto 14:00 si tiene solucion, si el cruce de los primeros 8 con los ganadores del play off se usa de nuevo la clasificacion de la ronda de liga. Es decir no tomar los cruces prestablecidos si no tomar los cruces una vez se conocen los ganadores."
79,"Sobre la primera objeción, contradigo a Pablo con esto: el City siempre pero siempre le tocaba un grupo demasiado fácil. Es la primera vez, gracias a la liguilla, que veamos a un City que sí sufrió (no solo por su mal momento eh, que eso llegó después)"
80,"Lo de la justicia es relativo, porque así si todos los equipos se enfrenten en el mismo grupo entre todos, no lo hacen en las mismas condiciones, por eso siempre ganan los grandes, este nuevo formato da la oportunidad a equipos más humildes, como el caso del Lille, de clasificar como cabeza de serie para octavos"
81,"Pues a mí me gusta, qué queréis que os diga. He visto 4 partidos de 144 y 2 el último día en el pub, conteniéndome la risa mientras veía el City y la pareja q tenía al lado sufría a más no poder. Les di suerte al final, y les estuve a punto de decir q en dieciseisavos los eliminaríamos (soy fan del Madrid, y deseaba no sabéis cuanto que tocara lo que al final ha tocado 🫶) Felicidades al Madrid por la Decimosexta"
82,únicamente decir que jugar contra una muestra representativa nunca puede significar jugar contra toda la población. Sino dejaría de ser una muestra. Buen vídeo.
83,El formato este año me ha gustado porque equipos a piori de menor nivel mundial han entrado en el top 8 y equipos elite las han pasado canutas para entrar en el top 24
84,"Yo creo que lo mejor que se puede hacer es que en vez de haber un dieciseisavos de final como “play offs” deberían crearse un deciseisavos sumando a los primeros ocho, asi habrán mas clubes eliminados una vez terminados los 8 partidos"
85,"pues muy de acuerdo con vosotros, habéis dicho todo lo que me cuadra y lo que no me cuadra del formato"
86,"Estoy convencido de que si el City hubiera sido eliminado este video se llamaría ""¿Por qué amamos el nuevo formato de la Champions league?""

(No he visto el video)"
87,todo lo que no sea un formato de liga regular siempre será injusto.
88,"Pues a mi si que me gustó este nuevo formato, hay el factor suerte con el camino q te toca, pero tiene mucha mas emocion!"
89,"Me causa gracia que digan que el gran problema es que solo se eliminen el 33% de los equipos, que les estas regalando seguir en competición. Pero que incluso en el formato anterior, te regalaban la entrada a una competición y con gran opción de ganarla incluso. Porque si entras a champions es porque eres mucho mejor que varios equipos de Europa league, entonces pongan en una balanza que es más regalo, darte mayor opción de seguir en competencia o darte acceso libre a otra competición con una potencial recompensa mayor. Porque que te den más oportunidad de seguir en chamoioms no te asegura ganar la champions, de hecho el porcentaje es igual o menor dependiendo los cruces, en cambio el porcentaje de ganar la Europa league siendo equipo de champions es mucho mayor (formato anterior)."
90,"13:54 La única forma de salvar este formato play off es que una vez acabado el playoff y sepas quienes se clasifican los emparejes por la clasificion de la fase de grupos. Si por ejemplo del play off pasan los que en fase de grupo quedaron 9, 10, 13, 15, 16, 17, 21 y 22. pues los octavos serían 1 vs 22, 2 vs 21, 3 vs 17 etc."
91,"16:05 eliminarias a esos 12 para la fecha 6, y juegas hasta 10 jornadas, quitas playoffs y octavos y saltas directo a cuartos?"
92,"según ustedes los equipos con un 70 a 80% en el top 8 lo tenían fácil.... el milan 75% cayó del top 8 el aston villa estuvo hasta el minuto 95 a un gol del atalanta de quedar fuera del top 8.
Además si se cargan los playoff al 15 le toca el segundo y el psg seguiría jugando vs el barcelon, los play off le dan un mayor beneficio al los líderes (descanso, partidos más accesibles) y a los equipo con caledario dificil puedan jugarse un mano a mano contra equipos que la tuvieron más fácil, eliminando esa injusticia q habla nacho gonzalez"
93,"30 equipos.
10 partidos en fase liga contra 10 equipos diferentes.
8 primeros: cuartos, ida y vuelta. 1° vs 8° , 2° vs 7° , etc... Después sorteo puro.
Semis (miércoles) y final (sábado) a partido único en sede única."
94,"El ser humano le teme al cambio, y se queja cuando no sabe adaptarse a lo nuevo.

La verdad es que en líneas generales el nuevo formato es aún mejor para el espectador y dueños de clubes y ligeramente peor para jugadores staff y cuerpo técnico.

Se puede usar el argumento del Celtic de que le toco calendario fácil, cuando con el formato anterior cada año algún equipo tenía suerte ya sea en sorteo de eliminatoria o un grupo fácil.

Incluso podrías culpar al formato por hundir al Leipzing, aunque les tocó casi de seguido jugar contra los vengadores (Atleti, Juve, Liverpool, Inter, Villa) cuando tocaba ganar no lo hicieron ante el Celtic y Sturm Graz. De lo mismo se pudo quejar el Newcastle la temporada pasada que tuvo que medirse con el Dortmund PSG y Milan y aunque jugó increíble cada partido terminó último. Y esto así es.

Al final esto es fútbol y aunque la suerte es un factor importante y muchas veces determinante, aún más importante es la suerte que se forjan los que en ese momento influyen para que los buenos resultados se den."
95,"aún se pueden dar todos los octavos que hubieran salido si se clasificaran los 16 primeros y se siguiera eso del 1º contra el 16º, el 2º contra el 15º etc... Liverpool/Benfica, Barcelona/Paris, Arsenal/PSV, Inter/Milan, Atlético/Bayern, Leverkusen/Madrid, Lille/Dortmund, Villa/Atalanta."
96,"Estan olvidando que es la primera edicion yo creo que clubes grandes se la rascaron confiandose que estarian entre los 8 primeros seguro , caso bayern R madrid PSG man city , y es una grata sorpresa que clubes mas humildes hayan ganado esos puestos , pero yo creo que el siguiente año será una batalla mas reñida para evitar ese play off que te puede joder el calendario"
97,"El primer argumento en contra no lo comparto.
City tuvo diferente calendario al celtic para acceder a la siguiente fase. Exactamente lo mismo que pasaba en el otro formato.

El resto de argumentos en contra y a favor los comparto, buen video"
98,"Otro punto negativo del nuevo formato: te hace depender de tener un canal multi-champions que muestre los goles de todos los partidos, ya no puedes mirar 2 partidos a la vez y tener el grupo controlado. Y hay países donde el formato multi-champions no existe en el directo"
99,"Es buen formato, lo de que los dos primeros no se puedan enfrentar hasta la final pues da meritos el que mas punto haga va a tener mas a favor las cosas"
100,"A falta de ver como quedan los octavos, por ahora me gusta el formato. Eso sí, yo limitaría la clasificación en liga sólo a los primeros 16."
101,"Este formato premia a la consistencia, el anterior, con ganar 2 y empatar uno estabas prácticamente clasificado"
102,"Viendo esto, creo que la clave puede ser mantener la liga, pero eliminar el play-off y volver a los 16 equipos. Aquí si que podiramos ver una lucha más intensa."
103,"El formato me gusta, hubiera mejorado mas que sea del 1 al 16

Los demas fuera y que la ventaja de quedar mas arriba  sea definir todo de local .

Y que juegue el 1 vs 16, 2 vs 15 etc"
104,"Hay dos problemas que plantearon que se solucionan muy fácil. Uno no lo hará la UEFA porque no quiere, que es que sea un sistema Suizo. Entre el sorteo del 31 de Enero y el primer partido Playoff hay 11 días. se entiende entonces que ese tiempo es suficiente para estar en condiciones de recibir un partido, la venta de entrada, pasajes, ""venta"" en TV, etc. Entre los partidos de esta edición siempre existió  ese tiempo, Se sortea el primer partido y a partir de ahí se aplican criterios de desempate para definir el próximo.
El tema de los cruces entre los primeros 8 y los restantes 16 que completan los 24 clasificados de la fase de liga debería ser: 9 vs 24, 10 vs 23, 11 vs  22... Los clasificados se ordenaran según su puesto en la fase de liga y de esa manera se enfrentan a los que quedaron entre 1ro y 8vo. Podrá ser 1ro contra 24to si hubiese este último ganado al 9no, sino podrá ser el 23ro o quien sea el peor clasificado (Como poco el 16to).

PD: Todos los que quieren la Superliga y la comparan con la NBA se olvidan que en la NBA hay equipos que igual están 1 década  no compitiendo a nada. Quiero ver cuanto aguanta un fanático del Manchester United o Tottenham viéndose en el fondo de una tabla y comiéndose palizas cada 1 o 2 semanas."
105,"con el formato que ha dicho pablo de grupos de 6 y pasan los 2 primeros, los equipos mas pequeños no tendrian ni una opcion de pasar"
106,"A mi ni me gusta ni no me gusta, necesito más temporadas, pero me da la sensación que están dando datos ciertos pero analizándolos como más les conviene"
107,Entiendo que no les guste el formato pero siento que le tiran demasiado hate. Toda la temporada se la han pasado tirándole . A mi me gustó bastante. 
108,"Si estás acostumbrado a ver deporte estadounidense, el formato te tiene que gustar , se puede mejorar pero está muy interesante 13:57 las trampas que estáis haciendo para explicar que no os gusta "
109,Yo solo sé que la fase de grupos anterior era aburridisima xd
110,"6:30 Habla sobre la injusticia de este formato, llevan años diciendo que esta competencia es solo para equipoas grandes y no tienen en cuenta a los chicos, literalmente el PSG jugó contra equipos de su nivel y el Celtic con equipos del suyo, ya no se entiende más que carajo quieren. "
111,"Yo pensé que el formato iba a ser peor, pero no obsta a que no me guste. Me confunde el calendario y me jode que los grandes tengan 0 probabilidad de caer"
